Code,Long code,Experiment code,Compound code,Smiles,Centroid res,Downloaded,ConformerSites alias,ConformerSites upload name,CanonSites alias,CanonSites upload name,CrystalformSites alias,CrystalformSites upload name,Quatassemblies alias,Quatassemblies upload name,Crystalforms alias,Crystalforms upload name,[Other] phosphate-binding site,[Other] ignore,[Other] subsite1,[Other] New
c1125a,CHIKV_MacB-x1125_A_401_v1,CHIKV_MacB-x1125,Z56896153,N#CCC(N)=O,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1125c,CHIKV_MacB-x1125_C_402_v1,CHIKV_MacB-x1125,Z56896153,N#CCC(N)=O,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1125b,CHIKV_MacB-x1125_A_402_v1,CHIKV_MacB-x1125,Z56896153,N#CCC(N)=O,CHIKV_MacB-x1125/A/148/A_v1,True,9a - c1125+A+402,9a - CHIKV_MacB-x1125+A+402,9 - c1125+A+402+1,9 - CHIKV_MacB-x1125+A+402+1,F1i - c1125/A/402,F1i - CHIKV_MacB-x1125/A/402/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1125d,CHIKV_MacB-x1125_C_401_v1,CHIKV_MacB-x1125,Z56896153,N#CCC(N)=O,CHIKV_MacB-x1125/C/4/C_v1,True,10a - c1125+C+401,10a - CHIKV_MacB-x1125+C+401,10 - c1125+C+401+1,10 - CHIKV_MacB-x1125+C+401+1,F1j - c1125/C/401,F1j - CHIKV_MacB-x1125/C/401/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1131a,CHIKV_MacB-x1131_A_401_v1,CHIKV_MacB-x1131,Z56968535,O=C1CNCCN1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1131c,CHIKV_MacB-x1131_B_402_v1,CHIKV_MacB-x1131,Z56968535,O=C1CNCCN1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1131e,CHIKV_MacB-x1131_C_308_v1,CHIKV_MacB-x1131,Z56968535,O=C1CNCCN1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1131f,CHIKV_MacB-x1131_D_307_v1,CHIKV_MacB-x1131,Z56968535,O=C1CNCCN1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1131b,CHIKV_MacB-x1131_A_402_v1,CHIKV_MacB-x1131,Z56968535,O=C1CNCCN1,CHIKV_MacB-x1145/C/71/C_v1,True,3a - c1145+C+304,3a - CHIKV_MacB-x1145+C+304,3 - c1145+C+304+1,3 - CHIKV_MacB-x1145+C+304+1,F1c - c1123/C/401,F1c - CHIKV_MacB-x1123/C/401/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1131d,CHIKV_MacB-x1131_B_401_v1,CHIKV_MacB-x1131,Z56968535,O=C1CNCCN1,CHIKV_MacB-x1145/C/71/C_v1,True,3a - c1145+C+304,3a - CHIKV_MacB-x1145+C+304,3 - c1145+C+304+1,3 - CHIKV_MacB-x1145+C+304+1,F1c - c1123/C/401,F1c - CHIKV_MacB-x1123/C/401/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1131g,CHIKV_MacB-x1131_D_306_v1,CHIKV_MacB-x1131,Z56968535,O=C1CNCCN1,CHIKV_MacB-x1145/C/71/C_v1,True,3a - c1145+C+304,3a - CHIKV_MacB-x1145+C+304,3 - c1145+C+304+1,3 - CHIKV_MacB-x1145+C+304+1,F1c - c1123/C/401,F1c - CHIKV_MacB-x1123/C/401/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1132a,CHIKV_MacB-x1132_A_305_v1,CHIKV_MacB-x1132,Z1741968196,Nc1ncccn1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1132b,CHIKV_MacB-x1132_B_401_v1,CHIKV_MacB-x1132,Z1741968196,Nc1ncccn1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1132d,CHIKV_MacB-x1132_C_308_v1,CHIKV_MacB-x1132,Z1741968196,Nc1ncccn1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1132e,CHIKV_MacB-x1132_D_304_v1,CHIKV_MacB-x1132,Z1741968196,Nc1ncccn1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1132f,CHIKV_MacB-x1132_D_306_v1,CHIKV_MacB-x1132,Z1741968196,Nc1ncccn1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1132c,CHIKV_MacB-x1132_B_403_v1,CHIKV_MacB-x1132,Z1741968196,Nc1ncccn1,CHIKV_MacB-x1132/B/45/B_v1,True,5a - c1132+B+403,5a - CHIKV_MacB-x1132+B+403,5 - c1132+B+403+1,5 - CHIKV_MacB-x1132+B+403+1,F1d - c0756/C/401,F1d - CHIKV_MacB-x0756/C/401/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1132g,CHIKV_MacB-x1132_D_307_v1,CHIKV_MacB-x1132,Z1741968196,Nc1ncccn1,CHIKV_MacB-x1132/D/111/D_v1,True,6a - c1132+D+307,6a - CHIKV_MacB-x1132+D+307,6 - c1132+D+307+1,6 - CHIKV_MacB-x1132+D+307+1,F1f - c1132/D/307,F1f - CHIKV_MacB-x1132/D/307/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1134a,CHIKV_MacB-x1134_A_305_v1,CHIKV_MacB-x1134,Z1741972444,CC(C)/C(N)=N/O,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1134c,CHIKV_MacB-x1134_C_309_v1,CHIKV_MacB-x1134,Z1741972444,CC(C)/C(N)=N/O,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1134d,CHIKV_MacB-x1134_D_401_v1,CHIKV_MacB-x1134,Z1741972444,CC(C)/C(N)=N/O,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1134b,CHIKV_MacB-x1134_A_304_v1,CHIKV_MacB-x1134,Z1741972444,CC(C)/C(N)=N/O,CHIKV_MacB-x1134/A/81/A_v1,True,11a - c1134+A+304,11a - CHIKV_MacB-x1134+A+304,11 - c1134+A+304+1,11 - CHIKV_MacB-x1134+A+304+1,F1k - c1134/A/304,F1k - CHIKV_MacB-x1134/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1134e,CHIKV_MacB-x1134_B_308_v1,CHIKV_MacB-x1134,Z1741972444,CC(C)/C(N)=N/O,CHIKV_MacB-x1134/C/75/B_v1,True,7a - c1134+B+308,7a - CHIKV_MacB-x1134+B+308,7 - c1134+B+308+1,7 - CHIKV_MacB-x1134+B+308+1,F1g - c1134/B/308,F1g - CHIKV_MacB-x1134/B/308/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1134f,CHIKV_MacB-x1134_B_309_v1,CHIKV_MacB-x1134,Z1741972444,CC(C)/C(N)=N/O,CHIKV_MacB-x1134/B/53/B_v1,True,12a - c1134+B+309,12a - CHIKV_MacB-x1134+B+309,12 - c1134+B+309+1,12 - CHIKV_MacB-x1134+B+309+1,F1l - c1134/B/309,F1l - CHIKV_MacB-x1134/B/309/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1135a,CHIKV_MacB-x1135_A_304_v1,CHIKV_MacB-x1135,Z3219959731,O=c1cccn[nH]1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1135b,CHIKV_MacB-x1135_A_305_v1,CHIKV_MacB-x1135,Z3219959731,O=c1cccn[nH]1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1135c,CHIKV_MacB-x1135_B_308_v1,CHIKV_MacB-x1135,Z3219959731,O=c1cccn[nH]1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1135d,CHIKV_MacB-x1135_B_309_v1,CHIKV_MacB-x1135,Z3219959731,O=c1cccn[nH]1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1135e,CHIKV_MacB-x1135_B_310_v1,CHIKV_MacB-x1135,Z3219959731,O=c1cccn[nH]1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1135g,CHIKV_MacB-x1135_C_401_v1,CHIKV_MacB-x1135,Z3219959731,O=c1cccn[nH]1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1135h,CHIKV_MacB-x1135_C_403_v1,CHIKV_MacB-x1135,Z3219959731,O=c1cccn[nH]1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1135i,CHIKV_MacB-x1135_C_404_v1,CHIKV_MacB-x1135,Z3219959731,O=c1cccn[nH]1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1135j,CHIKV_MacB-x1135_D_401_v1,CHIKV_MacB-x1135,Z3219959731,O=c1cccn[nH]1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1135k,CHIKV_MacB-x1135_D_501_v1,CHIKV_MacB-x1135,Z3219959731,O=c1cccn[nH]1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1135l,CHIKV_MacB-x1135_D_502_v1,CHIKV_MacB-x1135,Z3219959731,O=c1cccn[nH]1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1135f,CHIKV_MacB-x1135_B_593_v1,CHIKV_MacB-x1135,Z3219959731,O=c1cccn[nH]1,CHIKV_MacB-x1134/C/75/B_v1,True,7a - c1134+B+308,7a - CHIKV_MacB-x1134+B+308,7 - c1134+B+308+1,7 - CHIKV_MacB-x1134+B+308+1,F1g - c1134/B/308,F1g - CHIKV_MacB-x1134/B/308/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1139a,CHIKV_MacB-x1139_A_305_v1,CHIKV_MacB-x1139,Z3225843273,OCc1cc[nH]n1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1139b,CHIKV_MacB-x1139_C_306_v1,CHIKV_MacB-x1139,Z3225843273,OCc1cc[nH]n1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1145a,CHIKV_MacB-x1145_A_305_v1,CHIKV_MacB-x1145,Z241119328,Nc1cc[nH]n1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1145b,CHIKV_MacB-x1145_C_311_v1,CHIKV_MacB-x1145,Z241119328,Nc1cc[nH]n1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1145f,CHIKV_MacB-x1145_D_306_v1,CHIKV_MacB-x1145,Z241119328,Nc1cc[nH]n1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1145d,CHIKV_MacB-x1145_C_308_v1,CHIKV_MacB-x1145,Z241119328,Nc1cc[nH]n1,CHIKV_MacB-x0692/D/101/D_v1,True,2a - c0692+D+304,2a - CHIKV_MacB-x0692+D+304,2 - c0692+D+304+1,2 - CHIKV_MacB-x0692+D+304+1,F1b - c0692/D/304,F1b - CHIKV_MacB-x0692/D/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1145e,CHIKV_MacB-x1145_C_309_v1,CHIKV_MacB-x1145,Z241119328,Nc1cc[nH]n1,CHIKV_MacB-x1123/B/125/B_v1,True,4a - c1123+B+310,4a - CHIKV_MacB-x1123+B+310,4 - c1123+B+310+1,4 - CHIKV_MacB-x1123+B+310+1,F1e - c1123/B/310,F1e - CHIKV_MacB-x1123/B/310/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1145g,CHIKV_MacB-x1145_B_308_v1,CHIKV_MacB-x1145,Z241119328,Nc1cc[nH]n1,CHIKV_MacB-x1132/D/111/D_v1,True,6a - c1132+D+307,6a - CHIKV_MacB-x1132+D+307,6 - c1132+D+307+1,6 - CHIKV_MacB-x1132+D+307+1,F1f - c1132/D/307,F1f - CHIKV_MacB-x1132/D/307/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1145c,CHIKV_MacB-x1145_C_304_v1,CHIKV_MacB-x1145,Z241119328,Nc1cc[nH]n1,CHIKV_MacB-x1145/C/71/C_v1,True,3a - c1145+C+304,3a - CHIKV_MacB-x1145+C+304,3 - c1145+C+304+1,3 - CHIKV_MacB-x1145+C+304+1,F1c - c1123/C/401,F1c - CHIKV_MacB-x1123/C/401/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1151a,CHIKV_MacB-x1151_A_304_v1,CHIKV_MacB-x1151,Z1741976468,O=C1NCCN1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1151b,CHIKV_MacB-x1151_A_305_v1,CHIKV_MacB-x1151,Z1741976468,O=C1NCCN1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1151c,CHIKV_MacB-x1151_A_306_v1,CHIKV_MacB-x1151,Z1741976468,O=C1NCCN1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1151d,CHIKV_MacB-x1151_B_308_v1,CHIKV_MacB-x1151,Z1741976468,O=C1NCCN1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1151e,CHIKV_MacB-x1151_B_309_v1,CHIKV_MacB-x1151,Z1741976468,O=C1NCCN1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1151f,CHIKV_MacB-x1151_C_401_v1,CHIKV_MacB-x1151,Z1741976468,O=C1NCCN1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1151g,CHIKV_MacB-x1151_C_402_v1,CHIKV_MacB-x1151,Z1741976468,O=C1NCCN1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1151h,CHIKV_MacB-x1151_C_403_v1,CHIKV_MacB-x1151,Z1741976468,O=C1NCCN1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1151i,CHIKV_MacB-x1151_D_401_v1,CHIKV_MacB-x1151,Z1741976468,O=C1NCCN1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1151j,CHIKV_MacB-x1151_D_402_v1,CHIKV_MacB-x1151,Z1741976468,O=C1NCCN1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1151k,CHIKV_MacB-x1151_D_403_v1,CHIKV_MacB-x1151,Z1741976468,O=C1NCCN1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1175a,CHIKV_MacB-x1175_A_401_v1,CHIKV_MacB-x1175,Z281773378,COc1ccc(C2=CCNCC2)cc1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
