Code,Long code,Experiment code,Compound code,Smiles,Centroid res,Downloaded,ConformerSites alias,ConformerSites upload name,CanonSites alias,CanonSites upload name,CrystalformSites alias,CrystalformSites upload name,Quatassemblies alias,Quatassemblies upload name,Crystalforms alias,Crystalforms upload name,[Other] phosphate-binding site,[Other] ignore,[Other] subsite1,[Other] New
c1299a,CHIKV_MacB-x1299_C_401_v1,CHIKV_MacB-x1299,Z367659362,CC(C)n1c(N)nc2ccccc21,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1299b,CHIKV_MacB-x1299_D_401_v1,CHIKV_MacB-x1299,Z367659362,CC(C)n1c(N)nc2ccccc21,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1299c,CHIKV_MacB-x1299_B_304_v1,CHIKV_MacB-x1299,Z367659362,CC(C)n1c(N)nc2ccccc21,CHIKV_MacB-x1123/B/125/B_v1,True,4a - c1123+B+310,4a - CHIKV_MacB-x1123+B+310,4 - c1123+B+310+1,4 - CHIKV_MacB-x1123+B+310+1,F1e - c1123/B/310,F1e - CHIKV_MacB-x1123/B/310/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1305a,CHIKV_MacB-x1305_A_304_v1,CHIKV_MacB-x1305,Z104473678,Oc1ccc2c(c1)OCO2,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1305b,CHIKV_MacB-x1305_A_305_v1,CHIKV_MacB-x1305,Z104473678,Oc1ccc2c(c1)OCO2,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1305c,CHIKV_MacB-x1305_B_308_v1,CHIKV_MacB-x1305,Z104473678,Oc1ccc2c(c1)OCO2,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1305d,CHIKV_MacB-x1305_C_401_v1,CHIKV_MacB-x1305,Z104473678,Oc1ccc2c(c1)OCO2,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1305e,CHIKV_MacB-x1305_D_306_v1,CHIKV_MacB-x1305,Z104473678,Oc1ccc2c(c1)OCO2,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1315a,CHIKV_MacB-x1315_C_304_v1,CHIKV_MacB-x1315,Z31725206,O=C(NCCO)c1ccc(Cl)cc1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1315b,CHIKV_MacB-x1315_D_306_v1,CHIKV_MacB-x1315,Z31725206,O=C(NCCO)c1ccc(Cl)cc1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1316a,CHIKV_MacB-x1316_A_401_v1,CHIKV_MacB-x1316,Z19674820,COC(=O)c1ccc(O)cc1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1316b,CHIKV_MacB-x1316_D_306_v1,CHIKV_MacB-x1316,Z19674820,COC(=O)c1ccc(O)cc1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1316c,CHIKV_MacB-x1316_C_304_v1,CHIKV_MacB-x1316,Z19674820,COC(=O)c1ccc(O)cc1,CHIKV_MacB-x1316/C/95/C_v1,True,13a - c1316+C+304,13a - CHIKV_MacB-x1316+C+304,13 - c1316+C+304+1,13 - CHIKV_MacB-x1316+C+304+1,F1m - c1316/C/304,F1m - CHIKV_MacB-x1316/C/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1320a,CHIKV_MacB-x1320_D_304_v1,CHIKV_MacB-x1320,Z57169486,O=c1ccc2ccccc2o1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1335a,CHIKV_MacB-x1335_B_401_v1,CHIKV_MacB-x1335,Z104511114,CSc1ccc(N)cc1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1335b,CHIKV_MacB-x1335_C_304_v1,CHIKV_MacB-x1335,Z104511114,CSc1ccc(N)cc1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1335c,CHIKV_MacB-x1335_D_401_v1,CHIKV_MacB-x1335,Z104511114,CSc1ccc(N)cc1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1337a,CHIKV_MacB-x1337_C_401_v1,CHIKV_MacB-x1337,Z1378432729,NS(=O)(=O)c1cc2ccccc2o1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1337b,CHIKV_MacB-x1337_D_401_v1,CHIKV_MacB-x1337,Z1378432729,NS(=O)(=O)c1cc2ccccc2o1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1337c,CHIKV_MacB-x1337_D_304_v1,CHIKV_MacB-x1337,Z1378432729,NS(=O)(=O)c1cc2ccccc2o1,CHIKV_MacB-x0692/D/101/D_v1,True,2a - c0692+D+304,2a - CHIKV_MacB-x0692+D+304,2 - c0692+D+304+1,2 - CHIKV_MacB-x0692+D+304+1,F1b - c0692/D/304,F1b - CHIKV_MacB-x0692/D/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1338a,CHIKV_MacB-x1338_B_304_v1,CHIKV_MacB-x1338,Z56347237,Nc1ccc2ccccc2n1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1338b,CHIKV_MacB-x1338_C_308_v1,CHIKV_MacB-x1338,Z56347237,Nc1ccc2ccccc2n1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1338c,CHIKV_MacB-x1338_C_309_v1,CHIKV_MacB-x1338,Z56347237,Nc1ccc2ccccc2n1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1353a,CHIKV_MacB-x1353_D_304_v1,CHIKV_MacB-x1353,Z104472798,Nc1nccs1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1353b,CHIKV_MacB-x1353_D_401_v1,CHIKV_MacB-x1353,Z104472798,Nc1nccs1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1353c,CHIKV_MacB-x1353_D_501_v1,CHIKV_MacB-x1353,Z104472798,Nc1nccs1,CHIKV_MacB-x1132/D/111/D_v1,True,6a - c1132+D+307,6a - CHIKV_MacB-x1132+D+307,6 - c1132+D+307+1,6 - CHIKV_MacB-x1132+D+307+1,F1f - c1132/D/307,F1f - CHIKV_MacB-x1132/D/307/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1365a,CHIKV_MacB-x1365_A_304_v1,CHIKV_MacB-x1365,Z56889474,O=c1cc[nH]c(=O)[nH]1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1365b,CHIKV_MacB-x1365_A_401_v1,CHIKV_MacB-x1365,Z56889474,O=c1cc[nH]c(=O)[nH]1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1365c,CHIKV_MacB-x1365_C_308_v1,CHIKV_MacB-x1365,Z56889474,O=c1cc[nH]c(=O)[nH]1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1371a,CHIKV_MacB-x1371_C_401_v1,CHIKV_MacB-x1371,Z33546479,NC(=O)c1cccc(Cl)c1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1371b,CHIKV_MacB-x1371_C_402_v1,CHIKV_MacB-x1371,Z33546479,NC(=O)c1cccc(Cl)c1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1371c,CHIKV_MacB-x1371_C_403_v1,CHIKV_MacB-x1371,Z33546479,NC(=O)c1cccc(Cl)c1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1372a,CHIKV_MacB-x1372_A_304_v1,CHIKV_MacB-x1372,Z239125320,NC(=O)c1cc(Cl)ccc1N,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1372b,CHIKV_MacB-x1372_B_308_v1,CHIKV_MacB-x1372,Z239125320,NC(=O)c1cc(Cl)ccc1N,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1372c,CHIKV_MacB-x1372_C_401_v1,CHIKV_MacB-x1372,Z239125320,NC(=O)c1cc(Cl)ccc1N,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1372d,CHIKV_MacB-x1372_D_306_v1,CHIKV_MacB-x1372,Z239125320,NC(=O)c1cc(Cl)ccc1N,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1379a,CHIKV_MacB-x1379_A_305_v1,CHIKV_MacB-x1379,Z440625162,OCc1cccc2c1OCCO2,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1379b,CHIKV_MacB-x1379_A_306_v1,CHIKV_MacB-x1379,Z440625162,OCc1cccc2c1OCCO2,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1379c,CHIKV_MacB-x1379_B_308_v1,CHIKV_MacB-x1379,Z440625162,OCc1cccc2c1OCCO2,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1379d,CHIKV_MacB-x1379_C_401_v1,CHIKV_MacB-x1379,Z440625162,OCc1cccc2c1OCCO2,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1379e,CHIKV_MacB-x1379_C_501_v1,CHIKV_MacB-x1379,Z440625162,OCc1cccc2c1OCCO2,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1379f,CHIKV_MacB-x1379_D_304_v1,CHIKV_MacB-x1379,Z440625162,OCc1cccc2c1OCCO2,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1379g,CHIKV_MacB-x1379_D_401_v1,CHIKV_MacB-x1379,Z440625162,OCc1cccc2c1OCCO2,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1397a,CHIKV_MacB-x1397_A_304_v1,CHIKV_MacB-x1397,Z276614452,c1ccc2[nH]ncc2c1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1397b,CHIKV_MacB-x1397_D_401_v1,CHIKV_MacB-x1397,Z276614452,c1ccc2[nH]ncc2c1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1402a,CHIKV_MacB-x1402_A_401_v1,CHIKV_MacB-x1402,Z271099378,c1cnc2[nH]ccc2c1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1402b,CHIKV_MacB-x1402_A_501_v1,CHIKV_MacB-x1402,Z271099378,c1cnc2[nH]ccc2c1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1402c,CHIKV_MacB-x1402_B_304_v1,CHIKV_MacB-x1402,Z271099378,c1cnc2[nH]ccc2c1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1402d,CHIKV_MacB-x1402_B_308_v1,CHIKV_MacB-x1402,Z271099378,c1cnc2[nH]ccc2c1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1402e,CHIKV_MacB-x1402_C_308_v1,CHIKV_MacB-x1402,Z271099378,c1cnc2[nH]ccc2c1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1402f,CHIKV_MacB-x1402_C_309_v1,CHIKV_MacB-x1402,Z271099378,c1cnc2[nH]ccc2c1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1402g,CHIKV_MacB-x1402_D_401_v1,CHIKV_MacB-x1402,Z271099378,c1cnc2[nH]ccc2c1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1406a,CHIKV_MacB-x1406_A_304_v1,CHIKV_MacB-x1406,Z104475374,Cc1ccc(N)nc1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1406b,CHIKV_MacB-x1406_B_401_v1,CHIKV_MacB-x1406,Z104475374,Cc1ccc(N)nc1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1410a,CHIKV_MacB-x1410_A_401_v1,CHIKV_MacB-x1410,Z56899125,Nc1nc2ccc(F)cc2s1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
c1410b,CHIKV_MacB-x1410_B_304_v1,CHIKV_MacB-x1410,Z56899125,Nc1nc2ccc(F)cc2s1,CHIKV_MacB-x0300/A/143/A_v1,True,1a - c0300+A+401,1a - CHIKV_MacB-x0300+A+401,1 - c0300+A+401+1,1 - CHIKV_MacB-x0300+A+401+1,F1a - c0270/A/304,F1a - CHIKV_MacB-x0270/A/304/1,A1 - monomer,A1 - monomer,F1 - P31-4fold-NCS,F1 - P31-4fold-NCS,False,False,False,True
