smiles,reaction_name_step1,reactant_step1,reactant2_step1,product_step1,reaction_name_step2,reactant_step2,product_step2,hit1,hit2,hit3,template,compound_set
Nc1nccc(n1)C(=O)NCc1ccccc1,Amidation-chikv-3,NCc1ccccc1,CC(C)(C)OC(=O)Nc1nccc(n1)C(O)=O,CC(C)(C)OC(=O)Nc1nccc(n1)C(=O)NCc1ccccc1,N-Boc_deprotection,CC(C)(C)OC(=O)Nc1nccc(n1)C(=O)NCc1ccccc1,Nc1nccc(n1)C(=O)NCc1ccccc1,c2182a,,,c2182a,i2a_c2182a_SAR
